age,PFT_long,relative_mean,s
4,IBS,0.04796928086651253,SSP5-RCP8.5
4,TeBS,0.0011674005868445552,SSP5-RCP8.5
4,Tundra,0.8785369758757673,SSP5-RCP8.5
4,otherC,0.05883129510391751,SSP5-RCP8.5
5,BNE,0.015717538187579164,SSP5-RCP8.5
5,IBS,0.05814698866870246,SSP5-RCP8.5
5,TeBS,0.0015935793158455107,SSP5-RCP8.5
5,Tundra,0.8577511979539778,SSP5-RCP8.5
5,otherC,0.06679069587389504,SSP5-RCP8.5
6,BNE,0.018256774053640453,SSP5-RCP8.5
6,IBS,0.06940165872244687,SSP5-RCP8.5
6,TeBS,0.0019445873372008304,SSP5-RCP8.5
6,Tundra,0.8315056662137763,SSP5-RCP8.5
6,otherC,0.07889131367293549,SSP5-RCP8.5
7,BNE,0.045031504045614526,SSP5-RCP8.5
7,IBS,0.08274478592349128,SSP5-RCP8.5
7,TeBS,0.0029414183132426687,SSP5-RCP8.5
7,Tundra,0.7775654136494689,SSP5-RCP8.5
7,otherC,0.09171687806818261,SSP5-RCP8.5
8,BNE,0.05239895067833298,SSP5-RCP8.5
8,IBS,0.09761607832266675,SSP5-RCP8.5
8,TeBS,0.0035985690010827635,SSP5-RCP8.5
8,Tundra,0.7410176831821363,SSP5-RCP8.5
8,otherC,0.10536871881578112,SSP5-RCP8.5
9,BNE,0.061491744081731185,SSP5-RCP8.5
9,IBS,0.11403500533519793,SSP5-RCP8.5
9,TeBS,0.004359419828291928,SSP5-RCP8.5
9,Tundra,0.700516595616113,SSP5-RCP8.5
9,otherC,0.119597235138666,SSP5-RCP8.5
10,BNE,0.07084518354255881,SSP5-RCP8.5
10,IBS,0.13182133960053286,SSP5-RCP8.5
10,TeBS,0.005317973220879335,SSP5-RCP8.5
10,Tundra,0.659557326803725,SSP5-RCP8.5
10,otherC,0.1324581768323039,SSP5-RCP8.5
11,BNE,0.07998786814039967,SSP5-RCP8.5
11,IBS,0.15063426664939705,SSP5-RCP8.5
11,TeBS,0.006377407053182034,SSP5-RCP8.5
11,Tundra,0.6180886103710855,SSP5-RCP8.5
11,otherC,0.14491184778593574,SSP5-RCP8.5
12,BNE,0.09599609455150203,SSP5-RCP8.5
12,IBS,0.16978845937297501,SSP5-RCP8.5
12,TeBS,0.007496112563967368,SSP5-RCP8.5
12,Tundra,0.5717831366790637,SSP5-RCP8.5
12,otherC,0.15493619683249196,SSP5-RCP8.5
13,BNE,0.10527601658207802,SSP5-RCP8.5
13,IBS,0.19023214705003913,SSP5-RCP8.5
13,TeBS,0.008744058292981943,SSP5-RCP8.5
13,Tundra,0.5309744120219159,SSP5-RCP8.5
13,otherC,0.164773366052985,SSP5-RCP8.5
14,BNE,0.11458891382176575,SSP5-RCP8.5
14,IBS,0.21133688565504227,SSP5-RCP8.5
14,TeBS,0.010027875088269775,SSP5-RCP8.5
14,Tundra,0.49100515790533966,SSP5-RCP8.5
14,otherC,0.1730411675295825,SSP5-RCP8.5
15,BNE,0.12288206603162823,SSP5-RCP8.5
15,IBS,0.23301926103731654,SSP5-RCP8.5
15,TeBS,0.011342113523180672,SSP5-RCP8.5
15,Tundra,0.45255811406376006,SSP5-RCP8.5
15,otherC,0.18019844534411447,SSP5-RCP8.5
16,BNE,0.13055643960904326,SSP5-RCP8.5
16,IBS,0.2543507391097589,SSP5-RCP8.5
16,TeBS,0.012627060218268394,SSP5-RCP8.5
16,Tundra,0.4164974394868772,SSP5-RCP8.5
16,otherC,0.1859683215760523,SSP5-RCP8.5
17,BNE,0.13980392387275242,SSP5-RCP8.5
17,IBS,0.2755479702366039,SSP5-RCP8.5
17,TeBS,0.013990367446858968,SSP5-RCP8.5
17,Tundra,0.3811950712644915,SSP5-RCP8.5
17,otherC,0.18946266717929322,SSP5-RCP8.5
18,BNE,0.14671862500788926,SSP5-RCP8.5
18,IBS,0.2963153623914905,SSP5-RCP8.5
18,TeBS,0.01523141178737837,SSP5-RCP8.5
18,Tundra,0.3491942253806926,SSP5-RCP8.5
18,otherC,0.1925403754325492,SSP5-RCP8.5
19,BNE,0.15255334625433567,SSP5-RCP8.5
19,IBS,0.31673246647001474,SSP5-RCP8.5
19,TeBS,0.0165902997143645,SSP5-RCP8.5
19,Tundra,0.319711654717788,SSP5-RCP8.5
19,otherC,0.19441223284349715,SSP5-RCP8.5
20,BNE,0.1576722723981011,SSP5-RCP8.5
20,IBS,0.33672854293220605,SSP5-RCP8.5
20,TeBS,0.017885140157483104,SSP5-RCP8.5
20,Tundra,0.2924777651837883,SSP5-RCP8.5
20,otherC,0.19523627932842152,SSP5-RCP8.5
21,BNE,0.16199301239314698,SSP5-RCP8.5
21,IBS,0.3560707064507137,SSP5-RCP8.5
21,TeBS,0.01923140353841921,SSP5-RCP8.5
21,Tundra,0.2676318044217867,SSP5-RCP8.5
21,otherC,0.19507307319593345,SSP5-RCP8.5
22,BNE,0.1662469612122936,SSP5-RCP8.5
22,IBS,0.37565618609126183,SSP5-RCP8.5
22,TeBS,0.020553427539703358,SSP5-RCP8.5
22,Tundra,0.24364307438214525,SSP5-RCP8.5
22,otherC,0.19390035077459594,SSP5-RCP8.5
23,BNE,0.17002123494951818,SSP5-RCP8.5
23,IBS,0.39353079568138616,SSP5-RCP8.5
23,TeBS,0.021723895727831136,SSP5-RCP8.5
23,Tundra,0.22209516371292656,SSP5-RCP8.5
23,otherC,0.19262890992833792,SSP5-RCP8.5
24,BNE,0.17293378875834262,SSP5-RCP8.5
24,IBS,0.41260961708347893,SSP5-RCP8.5
24,TeBS,0.02304837996262118,SSP5-RCP8.5
24,Tundra,0.20157988616384298,SSP5-RCP8.5
24,otherC,0.18982832803171443,SSP5-RCP8.5
25,BNE,0.17591621711801533,SSP5-RCP8.5
25,IBS,0.42765061071000504,SSP5-RCP8.5
25,TeBS,0.024249792037504082,SSP5-RCP8.5
25,Tundra,0.1845230291038793,SSP5-RCP8.5
25,otherC,0.18766035103059625,SSP5-RCP8.5
26,BNE,0.17802773370532934,SSP5-RCP8.5
26,IBS,0.44288523237842364,SSP5-RCP8.5
26,TeBS,0.025479177175583637,SSP5-RCP8.5
26,Tundra,0.16843481096626467,SSP5-RCP8.5
26,otherC,0.1851730457743988,SSP5-RCP8.5
27,BNE,0.18033966544077534,SSP5-RCP8.5
27,IBS,0.45603849238613775,SSP5-RCP8.5
27,TeBS,0.026857085151221805,SSP5-RCP8.5
27,Tundra,0.15449780285164125,SSP5-RCP8.5
27,otherC,0.18226695417022404,SSP5-RCP8.5
28,BNE,0.18243266811559772,SSP5-RCP8.5
28,IBS,0.4681396297904665,SSP5-RCP8.5
28,TeBS,0.028264556790321593,SSP5-RCP8.5
28,Tundra,0.14104029584859923,SSP5-RCP8.5
28,otherC,0.18012284945501514,SSP5-RCP8.5
29,BNE,0.18441609925721109,SSP5-RCP8.5
29,IBS,0.47947688418195755,SSP5-RCP8.5
29,TeBS,0.029746132732767102,SSP5-RCP8.5
29,Tundra,0.12918396207226146,SSP5-RCP8.5
29,otherC,0.177176921755803,SSP5-RCP8.5
30,BNE,0.18603238317085763,SSP5-RCP8.5
30,IBS,0.48959036233094483,SSP5-RCP8.5
30,TeBS,0.031152554278432488,SSP5-RCP8.5
30,Tundra,0.11819496192272802,SSP5-RCP8.5
30,otherC,0.17502973829703722,SSP5-RCP8.5
31,BNE,0.1876682753614675,SSP5-RCP8.5
31,IBS,0.498534514682257,SSP5-RCP8.5
31,TeBS,0.03274943431000489,SSP5-RCP8.5
31,Tundra,0.10895851005409389,SSP5-RCP8.5
31,otherC,0.17208926559217658,SSP5-RCP8.5
32,BNE,0.18887717706942592,SSP5-RCP8.5
32,IBS,0.5059582149274136,SSP5-RCP8.5
32,TeBS,0.03435224350060988,SSP5-RCP8.5
32,Tundra,0.10107616613832246,SSP5-RCP8.5
32,otherC,0.16973619836422804,SSP5-RCP8.5
33,BNE,0.19016965928591184,SSP5-RCP8.5
33,IBS,0.513076376508225,SSP5-RCP8.5
33,TeBS,0.03604560106004266,SSP5-RCP8.5
33,Tundra,0.09299887364427804,SSP5-RCP8.5
33,otherC,0.16770948950154266,SSP5-RCP8.5
34,BNE,0.19124988999189327,SSP5-RCP8.5
34,IBS,0.519668215996764,SSP5-RCP8.5
34,TeBS,0.037890743416590544,SSP5-RCP8.5
34,Tundra,0.08561984320611346,SSP5-RCP8.5
34,otherC,0.16557130738863884,SSP5-RCP8.5
35,BNE,0.19201972717393365,SSP5-RCP8.5
35,IBS,0.5253480356171918,SSP5-RCP8.5
35,TeBS,0.03982628772900185,SSP5-RCP8.5
35,Tundra,0.07946305072903508,SSP5-RCP8.5
35,otherC,0.16334289875083724,SSP5-RCP8.5
36,BNE,0.19274907011786901,SSP5-RCP8.5
36,IBS,0.5305508939180479,SSP5-RCP8.5
36,TeBS,0.04194157541322,SSP5-RCP8.5
36,Tundra,0.07372284788491919,SSP5-RCP8.5
36,otherC,0.1610356126659442,SSP5-RCP8.5
37,BNE,0.19328970079509833,SSP5-RCP8.5
37,IBS,0.535284228653503,SSP5-RCP8.5
37,TeBS,0.0439478358260836,SSP5-RCP8.5
37,Tundra,0.06839452117560191,SSP5-RCP8.5
37,otherC,0.15908371354971323,SSP5-RCP8.5
38,BNE,0.19396514067350076,SSP5-RCP8.5
38,IBS,0.5395109535198624,SSP5-RCP8.5
38,TeBS,0.045921276176028814,SSP5-RCP8.5
38,Tundra,0.06332387670039542,SSP5-RCP8.5
38,otherC,0.15727875293021287,SSP5-RCP8.5
39,BNE,0.19447141888038777,SSP5-RCP8.5
39,IBS,0.543484811034718,SSP5-RCP8.5
39,TeBS,0.04798066911843685,SSP5-RCP8.5
39,Tundra,0.05874095812270432,SSP5-RCP8.5
39,otherC,0.1553221428437528,SSP5-RCP8.5
40,BNE,0.19480911987280397,SSP5-RCP8.5
40,IBS,0.5473293782473727,SSP5-RCP8.5
40,TeBS,0.05015809869336051,SSP5-RCP8.5
40,Tundra,0.05438799865292403,SSP5-RCP8.5
40,otherC,0.15331540453353903,SSP5-RCP8.5
41,BNE,0.19511708977565873,SSP5-RCP8.5
41,IBS,0.5502667951688427,SSP5-RCP8.5
41,TeBS,0.052297232816312614,SSP5-RCP8.5
41,Tundra,0.05044501350900123,SSP5-RCP8.5
41,otherC,0.15187386873018519,SSP5-RCP8.5
42,BNE,0.19519274313939858,SSP5-RCP8.5
42,IBS,0.5531399580648516,SSP5-RCP8.5
42,TeBS,0.05443439407563079,SSP5-RCP8.5
42,Tundra,0.04691473251386442,SSP5-RCP8.5
42,otherC,0.15031817220625432,SSP5-RCP8.5
43,BNE,0.19542048498336104,SSP5-RCP8.5
43,IBS,0.5561947685058614,SSP5-RCP8.5
43,TeBS,0.05672419216152065,SSP5-RCP8.5
43,Tundra,0.04273706096166338,SSP5-RCP8.5
43,otherC,0.14892349338759334,SSP5-RCP8.5
44,BNE,0.1952916845338465,SSP5-RCP8.5
44,IBS,0.5592407063017617,SSP5-RCP8.5
44,TeBS,0.0586918832510385,SSP5-RCP8.5
44,Tundra,0.039377032030538994,SSP5-RCP8.5
44,otherC,0.14739869388281407,SSP5-RCP8.5
45,BNE,0.19501610392826127,SSP5-RCP8.5
45,IBS,0.5616072471922229,SSP5-RCP8.5
45,TeBS,0.060853484238043085,SSP5-RCP8.5
45,Tundra,0.03653071203526743,SSP5-RCP8.5
45,otherC,0.1459924526062056,SSP5-RCP8.5
46,BNE,0.1947599730787693,SSP5-RCP8.5
46,IBS,0.5640825755618148,SSP5-RCP8.5
46,TeBS,0.06285389521170189,SSP5-RCP8.5
46,Tundra,0.03380593127472838,SSP5-RCP8.5
46,otherC,0.14449762487298545,SSP5-RCP8.5
47,BNE,0.19454075605472662,SSP5-RCP8.5
47,IBS,0.5666150016788102,SSP5-RCP8.5
47,TeBS,0.06472336988616381,SSP5-RCP8.5
47,Tundra,0.030992809049007503,SSP5-RCP8.5
47,otherC,0.14312806333129205,SSP5-RCP8.5
48,BNE,0.19418500685894066,SSP5-RCP8.5
48,IBS,0.5687746381423211,SSP5-RCP8.5
48,TeBS,0.06660266512592362,SSP5-RCP8.5
48,Tundra,0.028448614889408974,SSP5-RCP8.5
48,otherC,0.14198907498340552,SSP5-RCP8.5
49,BNE,0.19399777575603133,SSP5-RCP8.5
49,IBS,0.5709238304726695,SSP5-RCP8.5
49,TeBS,0.06837335597779615,SSP5-RCP8.5
49,Tundra,0.026176707569004917,SSP5-RCP8.5
49,otherC,0.14052833022449765,SSP5-RCP8.5
50,BNE,0.19371360406508292,SSP5-RCP8.5
50,IBS,0.5730212120700672,SSP5-RCP8.5
50,TeBS,0.06992563170386282,SSP5-RCP8.5
50,Tundra,0.0239784190345353,SSP5-RCP8.5
50,otherC,0.1393611331264524,SSP5-RCP8.5
51,BNE,0.1933483750759841,SSP5-RCP8.5
51,IBS,0.5748823953712258,SSP5-RCP8.5
51,TeBS,0.07150378394369131,SSP5-RCP8.5
51,Tundra,0.02207777148375761,SSP5-RCP8.5
51,otherC,0.1381876741253416,SSP5-RCP8.5
52,BNE,0.19276525675060635,SSP5-RCP8.5
52,IBS,0.5765791049082234,SSP5-RCP8.5
52,TeBS,0.07325463715037187,SSP5-RCP8.5
52,Tundra,0.02033003592673497,SSP5-RCP8.5
52,otherC,0.13707096526406284,SSP5-RCP8.5
53,BNE,0.19226563642283914,SSP5-RCP8.5
53,IBS,0.5783579539501689,SSP5-RCP8.5
53,TeBS,0.07476563337843203,SSP5-RCP8.5
53,Tundra,0.018777511341072053,SSP5-RCP8.5
53,otherC,0.13583326490748746,SSP5-RCP8.5
54,BNE,0.19142784995932854,SSP5-RCP8.5
54,IBS,0.5800889458945305,SSP5-RCP8.5
54,TeBS,0.07638541745944386,SSP5-RCP8.5
54,Tundra,0.017289775379560765,SSP5-RCP8.5
54,otherC,0.13480801130713593,SSP5-RCP8.5
55,BNE,0.19086853732533157,SSP5-RCP8.5
55,IBS,0.5817702840150673,SSP5-RCP8.5
55,TeBS,0.07778473373653934,SSP5-RCP8.5
55,Tundra,0.015879870545953214,SSP5-RCP8.5
55,otherC,0.13369657437710875,SSP5-RCP8.5
56,BNE,0.19026678126135269,SSP5-RCP8.5
56,IBS,0.5834015008998776,SSP5-RCP8.5
56,TeBS,0.07912137312877973,SSP5-RCP8.5
56,Tundra,0.01458163251098178,SSP5-RCP8.5
56,otherC,0.1326287121990076,SSP5-RCP8.5
57,BNE,0.18986285138670858,SSP5-RCP8.5
57,IBS,0.584762414378321,SSP5-RCP8.5
57,TeBS,0.08049567625361023,SSP5-RCP8.5
57,Tundra,0.013297348132383719,SSP5-RCP8.5
57,otherC,0.13158170984897652,SSP5-RCP8.5
58,BNE,0.18916548916955267,SSP5-RCP8.5
58,IBS,0.5865877421320539,SSP5-RCP8.5
58,TeBS,0.08161227593352156,SSP5-RCP8.5
58,Tundra,0.01220111876615198,SSP5-RCP8.5
58,otherC,0.1304333739987193,SSP5-RCP8.5
59,BNE,0.18871031447725078,SSP5-RCP8.5
59,IBS,0.5878360481188913,SSP5-RCP8.5
59,TeBS,0.08286207129890265,SSP5-RCP8.5
59,Tundra,0.0110264372818846,SSP5-RCP8.5
59,otherC,0.12956512882307092,SSP5-RCP8.5
60,BNE,0.18818392277251128,SSP5-RCP8.5
60,IBS,0.5893759413691031,SSP5-RCP8.5
60,TeBS,0.08382447775602359,SSP5-RCP8.5
60,Tundra,0.010031608934537042,SSP5-RCP8.5
60,otherC,0.12858404916782437,SSP5-RCP8.5
61,BNE,0.18758009210827967,SSP5-RCP8.5
61,IBS,0.5907582213656829,SSP5-RCP8.5
61,TeBS,0.08492884181432298,SSP5-RCP8.5
61,Tundra,0.00916771169082494,SSP5-RCP8.5
61,otherC,0.12756513302088987,SSP5-RCP8.5
62,BNE,0.18714473781932317,SSP5-RCP8.5
62,IBS,0.592200879396767,SSP5-RCP8.5
62,TeBS,0.08573933165359797,SSP5-RCP8.5
62,Tundra,0.00831721453604205,SSP5-RCP8.5
62,otherC,0.12659783659426913,SSP5-RCP8.5
63,BNE,0.18652736812943324,SSP5-RCP8.5
63,IBS,0.5937533681013094,SSP5-RCP8.5
63,TeBS,0.08657352275197959,SSP5-RCP8.5
63,Tundra,0.007564881424796302,SSP5-RCP8.5
63,otherC,0.1255808595924815,SSP5-RCP8.5
64,BNE,0.18579463272526542,SSP5-RCP8.5
64,IBS,0.5952106315103535,SSP5-RCP8.5
64,TeBS,0.08744323788044334,SSP5-RCP8.5
64,Tundra,0.006936109874663404,SSP5-RCP8.5
64,otherC,0.12461538800927414,SSP5-RCP8.5
65,BNE,0.185276644363745,SSP5-RCP8.5
65,IBS,0.5965644505170437,SSP5-RCP8.5
65,TeBS,0.08823990962878599,SSP5-RCP8.5
65,Tundra,0.006296166475072753,SSP5-RCP8.5
65,otherC,0.12362282901535278,SSP5-RCP8.5
66,BNE,0.1845760136527499,SSP5-RCP8.5
66,IBS,0.597967764905749,SSP5-RCP8.5
66,TeBS,0.08905093397661651,SSP5-RCP8.5
66,Tundra,0.005700459372064919,SSP5-RCP8.5
66,otherC,0.12270482809282024,SSP5-RCP8.5
67,BNE,0.18384342506160506,SSP5-RCP8.5
67,IBS,0.5994534267020121,SSP5-RCP8.5
67,TeBS,0.08984240880529161,SSP5-RCP8.5
67,Tundra,0.00515648460488552,SSP5-RCP8.5
67,otherC,0.1217042548262058,SSP5-RCP8.5
68,BNE,0.18326874849995814,SSP5-RCP8.5
68,IBS,0.6006105552163302,SSP5-RCP8.5
68,TeBS,0.0906265300804007,SSP5-RCP8.5
68,Tundra,0.004667828784762732,SSP5-RCP8.5
68,otherC,0.12082633741854888,SSP5-RCP8.5
69,BNE,0.1827928971702642,SSP5-RCP8.5
69,IBS,0.6018094073821397,SSP5-RCP8.5
69,TeBS,0.09114738465263887,SSP5-RCP8.5
69,Tundra,0.0042430572162600695,SSP5-RCP8.5
69,otherC,0.12000725357869721,SSP5-RCP8.5
70,BNE,0.18221995302137406,SSP5-RCP8.5
70,IBS,0.6029336247740497,SSP5-RCP8.5
70,TeBS,0.09174673867780085,SSP5-RCP8.5
70,Tundra,0.003818887376742763,SSP5-RCP8.5
70,otherC,0.11928079615003218,SSP5-RCP8.5
71,BNE,0.18163187057727642,SSP5-RCP8.5
71,IBS,0.6040088061026191,SSP5-RCP8.5
71,TeBS,0.09234224283655997,SSP5-RCP8.5
71,Tundra,0.0034762898487865398,SSP5-RCP8.5
71,otherC,0.11854079063475749,SSP5-RCP8.5
72,BNE,0.18123007360341167,SSP5-RCP8.5
72,IBS,0.6050649959916932,SSP5-RCP8.5
72,TeBS,0.09282208063233362,SSP5-RCP8.5
72,Tundra,0.0031979552726083076,SSP5-RCP8.5
72,otherC,0.11768489449995272,SSP5-RCP8.5
73,BNE,0.18067880785425303,SSP5-RCP8.5
73,IBS,0.6060544575986682,SSP5-RCP8.5
73,TeBS,0.0933180618256828,SSP5-RCP8.5
73,Tundra,0.0029179940620795235,SSP5-RCP8.5
73,otherC,0.11703067865931598,SSP5-RCP8.5
74,BNE,0.1800085421910736,SSP5-RCP8.5
74,IBS,0.6070401331337346,SSP5-RCP8.5
74,TeBS,0.09381848932111983,SSP5-RCP8.5
74,Tundra,0.002709096002276448,SSP5-RCP8.5
74,otherC,0.11642373935179494,SSP5-RCP8.5
75,BNE,0.17927921146570877,SSP5-RCP8.5
75,IBS,0.6082166888962337,SSP5-RCP8.5
75,TeBS,0.0942847543244001,SSP5-RCP8.5
75,Tundra,0.002484486443733425,SSP5-RCP8.5
75,otherC,0.1157348588699237,SSP5-RCP8.5
76,BNE,0.17877349242581836,SSP5-RCP8.5
76,IBS,0.6092659503135311,SSP5-RCP8.5
76,TeBS,0.09471963341182846,SSP5-RCP8.5
76,Tundra,0.0022882972417089535,SSP5-RCP8.5
76,otherC,0.1149526266071136,SSP5-RCP8.5
77,BNE,0.17815213857515586,SSP5-RCP8.5
77,IBS,0.6103960928342489,SSP5-RCP8.5
77,TeBS,0.09514752995390703,SSP5-RCP8.5
77,Tundra,0.0021590553636439912,SSP5-RCP8.5
77,otherC,0.11414518327304414,SSP5-RCP8.5
78,BNE,0.17768926255359263,SSP5-RCP8.5
78,IBS,0.6113072303800957,SSP5-RCP8.5
78,TeBS,0.09555428929669862,SSP5-RCP8.5
78,Tundra,0.001993187890780466,SSP5-RCP8.5
78,otherC,0.11345602987883271,SSP5-RCP8.5
79,BNE,0.1769546772548335,SSP5-RCP8.5
79,IBS,0.6122484328715673,SSP5-RCP8.5
79,TeBS,0.09601706277420133,SSP5-RCP8.5
79,Tundra,0.0019104277535469609,SSP5-RCP8.5
79,otherC,0.11286939934585073,SSP5-RCP8.5
80,BNE,0.1763099212669409,SSP5-RCP8.5
80,IBS,0.6133003750512775,SSP5-RCP8.5
80,TeBS,0.09641324502442611,SSP5-RCP8.5
80,Tundra,0.001792056833489716,SSP5-RCP8.5
80,otherC,0.11218440182386578,SSP5-RCP8.5
81,BNE,0.17578383954876597,SSP5-RCP8.5
81,IBS,0.6141707388665978,SSP5-RCP8.5
81,TeBS,0.09675818584427205,SSP5-RCP8.5
81,Tundra,0.0016920287201692996,SSP5-RCP8.5
81,otherC,0.1115952070201943,SSP5-RCP8.5
82,BNE,0.17549102234107591,SSP5-RCP8.5
82,IBS,0.6149926465758474,SSP5-RCP8.5
82,TeBS,0.09703862603039354,SSP5-RCP8.5
82,Tundra,0.0016072562345038387,SSP5-RCP8.5
82,otherC,0.11087044881817903,SSP5-RCP8.5
83,BNE,0.17509102650110275,SSP5-RCP8.5
83,IBS,0.6156888986143023,SSP5-RCP8.5
83,TeBS,0.0974177701568037,SSP5-RCP8.5
83,Tundra,0.0015467924534686287,SSP5-RCP8.5
83,otherC,0.1102555122743234,SSP5-RCP8.5
84,BNE,0.17469787151927724,SSP5-RCP8.5
84,IBS,0.6164339784765379,SSP5-RCP8.5
84,TeBS,0.09768624969611432,SSP5-RCP8.5
84,Tundra,0.0015012243468898725,SSP5-RCP8.5
84,otherC,0.10968067596118045,SSP5-RCP8.5
85,BNE,0.17417257102309608,SSP5-RCP8.5
85,IBS,0.6172356918696817,SSP5-RCP8.5
85,TeBS,0.09787016216994097,SSP5-RCP8.5
85,Tundra,0.00150099898600882,SSP5-RCP8.5
85,otherC,0.10922057595127309,SSP5-RCP8.5
86,BNE,0.17377522222797243,SSP5-RCP8.5
86,IBS,0.6179250330776977,SSP5-RCP8.5
86,TeBS,0.09815498087455092,SSP5-RCP8.5
86,Tundra,0.001507849752088221,SSP5-RCP8.5
86,otherC,0.10863691406769042,SSP5-RCP8.5
87,BNE,0.1731920983395561,SSP5-RCP8.5
87,IBS,0.6186695859294032,SSP5-RCP8.5
87,TeBS,0.09844795353995292,SSP5-RCP8.5
87,Tundra,0.0015071895235465754,SSP5-RCP8.5
87,otherC,0.10818317266754132,SSP5-RCP8.5
88,BNE,0.17272957613454615,SSP5-RCP8.5
88,IBS,0.619458297759497,SSP5-RCP8.5
88,TeBS,0.09865640471338608,SSP5-RCP8.5
88,Tundra,0.001534841837908281,SSP5-RCP8.5
88,otherC,0.10762087955466217,SSP5-RCP8.5
89,BNE,0.17241958716013064,SSP5-RCP8.5
89,IBS,0.620041426110174,SSP5-RCP8.5
89,TeBS,0.09897639277513647,SSP5-RCP8.5
89,Tundra,0.0015332157211946395,SSP5-RCP8.5
89,otherC,0.10702937823336432,SSP5-RCP8.5
90,BNE,0.17209739993772144,SSP5-RCP8.5
90,IBS,0.6205433642678051,SSP5-RCP8.5
90,TeBS,0.09917501124963649,SSP5-RCP8.5
90,Tundra,0.0015807521939534682,SSP5-RCP8.5
90,otherC,0.10660347235088408,SSP5-RCP8.5
91,BNE,0.17183718340559342,SSP5-RCP8.5
91,IBS,0.6210072687908591,SSP5-RCP8.5
91,TeBS,0.09947917696144122,SSP5-RCP8.5
91,Tundra,0.0016523510808098825,SSP5-RCP8.5
91,otherC,0.10602401976129643,SSP5-RCP8.5
92,BNE,0.1717317657600297,SSP5-RCP8.5
92,IBS,0.621321997637137,SSP5-RCP8.5
92,TeBS,0.09971208320242939,SSP5-RCP8.5
92,Tundra,0.0017088983940245369,SSP5-RCP8.5
92,otherC,0.10552525500637934,SSP5-RCP8.5
93,BNE,0.17155752516238496,SSP5-RCP8.5
93,IBS,0.6217209373608694,SSP5-RCP8.5
93,TeBS,0.0999343024163212,SSP5-RCP8.5
93,Tundra,0.0017603622861683899,SSP5-RCP8.5
93,otherC,0.1050268727742556,SSP5-RCP8.5
94,BNE,0.17103863514103937,SSP5-RCP8.5
94,IBS,0.622170753382072,SSP5-RCP8.5
94,TeBS,0.10022931255118564,SSP5-RCP8.5
94,Tundra,0.001854455818944213,SSP5-RCP8.5
94,otherC,0.10470684310675896,SSP5-RCP8.5
95,BNE,0.17083290562015294,SSP5-RCP8.5
95,IBS,0.6226574988810779,SSP5-RCP8.5
95,TeBS,0.100431196357652,SSP5-RCP8.5
95,Tundra,0.0019076309090644643,SSP5-RCP8.5
95,otherC,0.10417076823205301,SSP5-RCP8.5
96,BNE,0.17051179824447776,SSP5-RCP8.5
96,IBS,0.6230615044982013,SSP5-RCP8.5
96,TeBS,0.10070823233242669,SSP5-RCP8.5
96,Tundra,0.0019810725212775922,SSP5-RCP8.5
96,otherC,0.10373739240361714,SSP5-RCP8.5
97,BNE,0.17020671161018414,SSP5-RCP8.5
97,IBS,0.6236233215166919,SSP5-RCP8.5
97,TeBS,0.10092238162232814,SSP5-RCP8.5
97,Tundra,0.0020294837426034938,SSP5-RCP8.5
97,otherC,0.10321810150819269,SSP5-RCP8.5
98,BNE,0.1698362622187752,SSP5-RCP8.5
98,IBS,0.6238602709714308,SSP5-RCP8.5
98,TeBS,0.10131620638665059,SSP5-RCP8.5
98,Tundra,0.002099924952766857,SSP5-RCP8.5
98,otherC,0.10288733547037672,SSP5-RCP8.5
99,BNE,0.1697135518510494,SSP5-RCP8.5
99,IBS,0.6240429702722559,SSP5-RCP8.5
99,TeBS,0.1016049353600326,SSP5-RCP8.5
99,Tundra,0.0021471276353324346,SSP5-RCP8.5
99,otherC,0.10249141488132978,SSP5-RCP8.5
100,BNE,0.16949110919711352,SSP5-RCP8.5
100,IBS,0.624256706677347,SSP5-RCP8.5
100,TeBS,0.10190610434018255,SSP5-RCP8.5
100,Tundra,0.0022355041915941595,SSP5-RCP8.5
100,otherC,0.10211057559376296,SSP5-RCP8.5
